Gene,KKU156,KKU213,KKU214,HuCCA1,RBE,KKK138,HuCCT1,HuH28,KKK068,KKK131,KKU055,KKU100,SSP25,TFK1,YSCCC
ACTA2,3.818802927,5.039437193,5.397205962,3.344648278,4.839954405,4.163423154,4.605781303,7.822013386,3.835529397,5.215750856,2.38160592,4.932605457,3.349642515,1.998093655,3.233362837
ACTA2-AS1,7.134897506,6.956370431,7.272858606,3.630627435,8.396773891,5.457479331,4.841925637,12.59573666,6.615963173,4.793558685,3.992904953,6.520471191,3.295862542,0.176476379,3.700958798
ACTB,9.643243485,9.66599342,8.934683514,10.10891585,9.505481525,8.929032646,10.20672731,9.88703597,9.341363939,9.986659353,10.08100276,9.460839086,10.05694566,8.191130271,8.470796564
ACTG1,8.055317865,8.687915079,8.159877193,7.583560298,8.427838218,8.104205096,8.406494363,8.099957667,8.743675497,7.886717756,9.005069778,8.825586893,7.890023607,7.217661316,7.404871802
ACTL10,4.505248259,3.421533958,4.469386416,3.120316868,3.517688794,2.729298645,3.556803142,3.586608406,3.491921721,3.642085259,2.784465203,1.793790963,3.165385895,2.95246174,0.192742838
ACTL6A,6.650531385,6.869852307,6.791477768,6.424916515,5.930283644,6.362651194,6.723205176,6.015763595,6.974619951,6.839408924,6.90715173,6.059420558,6.157934966,6.331044277,6.590186342
ACTN1,6.127155243,6.4098427,5.885974077,5.960388209,5.503728458,6.645986571,6.92991052,7.790472859,6.104283495,6.441859062,5.371220411,5.810538669,5.216584684,4.49239053,3.603124753
ACTN4,7.350876503,7.564586771,7.24497161,7.184213175,7.603989783,7.115902016,7.358210043,8.284013294,9.208948629,7.999835768,5.484831838,7.579060679,6.82637014,8.219969832,7.06369536
ACTR10,4.504949149,4.650361802,4.45051671,4.605203989,2.010139587,5.213327734,4.982263903,4.404859901,2.525072454,4.780258203,2.703733946,4.639446008,4.628737771,3.645165621,3.141368066
ACTR1A,4.137729841,5.02213462,3.992780325,2.394128201,4.221277061,3.561052336,4.493475871,4.061721675,4.619003781,4.603327903,4.618195882,4.737375896,3.611311321,2.726787581,3.30405891
ACTR1B,2.754540176,2.494807007,3.338991477,1.72688313,3.416965861,4.016238856,3.325116879,3.466003662,3.050207486,3.062421514,2.30444231,2.778809001,2.468705371,2.490407651,1.59832546
ACTR2,8.043948493,7.92125252,7.759708886,7.383572553,7.957443294,7.450465382,7.579934606,8.167845842,7.519717032,8.362183998,7.653067461,7.497493562,8.358636511,7.560119649,7.519957999
ACTR3,6.151857242,6.402375196,5.675942079,5.585817136,6.727645591,5.98060128,6.52537873,6.182680665,6.422909035,6.478509914,6.24947037,6.075364053,7.081024429,5.804266314,5.696055294
ACTR3B,2.619800913,2.761071908,2.606226334,2.885167738,1.390655506,1.648921816,1.213322102,1.109886087,2.827888955,2.595500767,3.627664068,2.333813716,0.316715663,2.256620228,1.155767282
ACTR3C,7.228606196,7.008304525,7.029961255,6.380903688,7.028200352,2.512213057,7.769625762,2.173665331,7.216858026,7.022232111,6.614899815,0.165181198,4.624890209,7.600348586,5.221265961
ACTR5,2.576033517,1.117387316,3.281856582,0.910984083,2.101192017,2.373316897,1.339353806,2.209432484,1.456134669,2.432016825,2.976478224,1.890729099,1.565752128,0.865270921,1.807645875
ACTR6,4.975769725,3.211059025,4.848890972,3.612631607,2.851857584,3.325223046,3.893223796,3.692696293,3.768669456,4.403070876,3.987407351,4.555912793,4.200764242,3.996642711,5.15639148
ACTR8,3.371544619,4.229925216,3.132635556,2.756929885,2.897552614,3.630398416,3.172484475,2.691571913,2.528486567,2.605913515,4.121159584,2.531308632,2.687991281,2.526671499,1.443765543
ACTRT3,2.397734478,3.527690653,3.436929473,5.517562936,1.249607917,3.864081107,2.285029607,2.547529384,4.408296567,2.722995039,2.078113219,0.178020442,1.668245913,2.843161929,3.550946941
ACVR1,1.684092295,1.666693806,2.23992455,1.756601102,3.279177362,3.744621837,1.140571259,3.655805376,2.569794664,2.175028727,2.821780402,3.169099368,3.169510786,2.021496114,1.889391177
ACVR1B,2.357419801,2.39633593,1.970819826,2.622229375,3.448774076,2.503022057,2.484870289,2.19805472,2.477805621,3.062900502,2.170824974,3.479487251,1.369815206,1.452926684,2.776500375
ACVR2A,2.277666298,3.758527075,3.102204367,1.792035206,4.190083281,3.799342012,2.398825811,3.345642546,2.805327443,2.101437467,2.997474934,3.45352597,3.137957095,4.152627236,3.285902883
ACVR2B,1.016929855,1.573208952,1.557194369,0.66522286,0.991442889,1.19662538,0.778137765,1.041115908,0.900266612,1.088715945,1.258374146,1.11916583,0.197126382,0.958614802,0.562050628
ACVR2B-AS1,0.038563597,1.890970771,1.59946823,0.038563597,1.217847309,1.012328712,0.476622212,2.194169888,1.668244151,1.048222446,0.038563597,1.382971097,1.343807731,0.665050058,0.693656495
ACY1,2.921826931,1.511145414,3.189022583,3.07444349,2.505193162,2.660087243,3.191340073,1.620642456,2.458997399,2.766569134,3.276404439,2.453673068,2.01101728,2.05536112,1.738803306
ACYP1,1.849848722,1.986565487,3.804657665,3.921645943,1.516394868,2.84734308,4.144962443,3.338827367,1.981306744,2.116719433,3.426394399,3.348053833,2.511265212,2.064219886,2.646190525
ACYP2,5.101727623,4.725863532,5.049839691,3.864579582,4.464163113,5.108534902,4.28746364,5.537119198,4.516408866,2.418594496,3.706006706,3.914615286,3.957513235,2.172849204,4.945668056
ADA,4.062259595,3.440191169,0.801749398,3.127830063,4.999890345,2.303537808,2.558704171,3.925337407,3.190385526,4.24848319,4.095077778,2.95835399,3.305439072,0.725791534,3.532232443
ADAL,3.719633352,4.367019105,4.12930954,4.424652095,4.954507792,5.353385784,2.687969687,4.454615657,2.812224931,3.687711083,3.895403234,3.748944052,4.058167473,5.43691812,4.527794774
ADAM10,5.573418761,5.524516338,5.265561601,6.436648755,4.901741188,4.885060238,5.697297195,5.664038711,4.042657844,5.312616435,4.62505113,5.006442752,5.35548301,5.669258236,5.936712816
ADAM12,0.055132693,0.055132693,0.578044907,0.481840172,1.623858779,0.563224363,1.23903782,3.507243673,0.191022828,0.055132693,0.055132693,0.323478603,1.388031099,0.404563435,0.771606779
ADAM15,3.42092169,3.405424324,2.172662583,1.003838222,3.25499931,2.13886739,3.15008436,3.370303505,2.291372458,3.143053011,2.960730226,2.862858133,2.401098728,2.699196274,4.502565774
ADAM17,5.20428716,5.578426123,5.322521079,5.249580134,5.535589009,6.440928423,6.026677156,4.997228689,5.514206914,4.900067218,5.43588443,5.906229889,6.123033764,6.594244058,5.895387422
ADAM19,0.138220674,1.220212081,0.138220674,0.138220674,0.260174558,1.661864336,3.166024213,2.792513287,3.37324273,2.997302254,0.138220674,0.340830854,0.199044744,0.138220674,0.815183814
ADAM1A,2.366435015,0.979037706,1.649307726,0.73192408,0.187600114,0.83576911,0.896837896,1.538030664,2.243190324,0.361148024,0.953248749,1.236670274,1.49474435,1.636751521,1.290526788
ADAM22,1.207163602,0.353814997,1.115310211,1.804144955,2.293258346,1.772456316,3.176801347,1.197642901,1.500301141,1.471490736,3.586304906,1.935223692,1.180795649,1.654327715,2.241834269
ADAM28,2.508316336,0.999349812,1.530346029,0.22338045,1.945252156,0.786222072,2.153291568,0.285808364,0.759127089,3.445713897,0.22338045,0.22338045,0.77657415,2.46792895,0.56278775
ADAM8,4.303423469,2.997974896,2.221995566,0.117718709,1.01522024,1.86224499,3.696138923,0.117718709,4.01863869,4.398317727,0.117718709,0.582456906,0.371603042,1.183471973,0.117718709
ADAM9,6.138081113,5.570347885,5.513898458,6.440340081,6.845598607,7.42962426,7.288296054,5.605225294,6.80903733,6.070415606,4.958957001,5.723299661,6.4347252,6.947084462,6.40940676
ADAMTS1,0.374441535,1.604235051,0.189317481,5.523168771,0.894867139,2.019886403,0.189317481,4.046161204,4.459484971,2.961735775,0.189317481,2.508564588,5.398495146,1.64728134,1.013107468
ADAMTS13,0.425139267,1.648619737,0.452682324,1.393015716,1.367215598,1.386662553,0.626204573,1.652605511,1.768773139,1.098014509,1.128137767,0.278202996,0.635838708,0.669738612,0.9316428
ADAMTS15,0.13377651,0.471655494,0.13377651,0.13377651,0.608001496,0.327847452,1.417664449,1.141993919,0.787975571,0.385542468,0.13377651,0.185059504,1.519822702,0.218674092,0.224115898
ADAMTS16,1.269343101,0.079685403,0.30596916,0.750983404,0.992251652,1.731817217,1.195265856,2.273745444,0.079685403,0.971465695,0.079685403,0.510650306,1.580792879,0.079685403,0.726886984
ADAMTS6,0.430990292,1.015961545,0.234207305,0.784657238,0.855246923,0.160536433,2.315827482,2.672322682,4.676113017,1.808860838,0.160536433,4.051037328,1.856650079,0.160536433,2.841730987
ADAMTS9-AS1,0.115807473,0.408487191,0.660832287,0.115807473,4.159348323,2.032752473,5.487800157,0.781478278,0.115807473,5.112896212,3.119080669,0.115807473,2.196955512,6.034819986,0.115807473
ADAMTSL4,4.226564462,4.492558858,4.655070255,4.817104901,3.420450658,3.948933261,2.437963729,4.147604691,3.163179379,2.157012525,3.059154668,2.377127939,3.263080358,2.623925712,6.055137561
ADAMTSL5,0.060897267,1.456473987,0.47052305,0.89957929,0.985030959,1.292512912,0.627958807,2.400129097,0.459975275,1.596689763,0.060897267,1.004733279,0.060897267,0.060897267,1.310840307
ADAP1,4.040369225,2.692232787,1.940155304,4.639835909,1.080462364,0.267190256,3.070149252,0.327613773,0.73632157,1.599230353,0.71880458,0.616391885,1.085026507,2.53343313,2.535636342
ADAR,5.503924401,5.922973237,4.965221145,4.692766032,4.613696497,3.753338829,4.967023982,4.417091768,4.654300139,3.631585882,4.706077731,5.485592902,3.938371577,4.424056515,3.989112126
ADARB1,1.101861078,0.889419363,0.228835338,0.690514014,0.535102204,1.528685278,1.108554771,2.493290752,0.813174695,0.943842372,1.312727163,4.48272987,0.867476049,0.737064924,0.747548404
ADAT1,2.02222431,2.547781385,1.869533518,2.30689306,2.090619442,2.684903327,1.251121634,1.307676663,2.316214598,3.05149586,3.221586715,2.106656405,1.429337647,1.698255676,2.319645826
ADAT2,2.819323445,2.36303308,1.90953321,1.661869156,1.389698925,1.117397995,1.138045293,1.333070594,1.595700866,1.908396744,1.208333091,1.37165295,2.193656145,1.375767914,0.497191981
ADCK2,3.630055098,3.42412774,3.87096682,0.961592481,3.019233684,1.881675898,2.323042779,1.189144249,3.266680287,2.371192452,3.889598213,2.914602639,2.461165247,2.012463511,1.282603378
ADCK3,4.060398748,3.58316639,3.748935048,3.40146091,3.995097565,3.386622577,4.202454855,3.74707088,1.431453249,1.805106451,3.101384419,2.234482885,4.250375774,2.096417312,2.748639534
ADCK4,2.039958937,3.083052282,3.068272144,1.778941351,0.996547854,2.692882621,2.245930955,2.547989225,0.685765776,1.484156493,2.801350367,3.231949218,0.781917075,1.350435951,1.841139299
ADCK5,2.641524116,2.896859126,4.01677978,2.631741895,4.159717179,3.01619655,2.707586155,2.751459905,2.953824806,3.87249868,4.308681859,2.593849786,2.475988974,1.905693123,0.964925517
ADCY3,8.054297362,8.886745435,8.674697257,7.5878673,8.666330114,8.589875254,8.396075792,8.020990292,9.205651351,8.980457584,8.929721145,7.797188484,9.199060675,8.486050748,8.166474101
ADCY5,0.679100053,1.921552939,1.981694863,0.021265088,1.239703089,1.926602809,1.92798194,2.416531198,1.058435259,1.437803899,1.14376012,1.337063936,2.192063759,2.020544402,1.527806505
ADCY6,1.515283732,1.343285893,0.820826749,1.219219742,2.268169275,1.487232806,1.806968083,1.40283178,1.202243484,1.446699346,2.305414607,2.980479837,1.052631851,1.078319592,3.35061155
ADCY7,5.693471556,7.003529527,6.966275428,6.003355936,6.887824337,5.660125812,5.369722466,5.383927768,5.886160447,5.603805023,6.402099624,5.486989406,5.439309966,5.658534768,5.690787378
ADCY9,0.715857935,0.69710854,1.16758421,1.686659963,1.466767579,3.314001044,1.27280069,2.719016613,1.114660002,0.689750795,0.69369068,4.553698648,1.542992025,3.467072301,2.369563174
ADD1,3.517987578,3.977398146,3.708476438,3.262416136,4.8919947,4.197574052,4.028866696,3.739023293,3.421662829,3.613204745,5.000021617,3.976035527,4.063369999,2.189462395,4.203822424
ADD3,3.472588922,4.269903218,3.200965124,3.127426584,3.692218156,5.245501154,4.396571915,4.23224956,5.234528838,5.847249081,3.52905608,2.058696395,3.929347486,0.911117248,3.916840822
ADD3-AS1,6.284414497,7.231080632,6.731870656,5.990902315,7.225889437,7.983910961,7.229521181,7.198675176,8.281072242,8.845268876,6.342048398,4.449474317,7.351952275,2.599193431,7.649169134
ADH1A,4.396079689,1.776490841,4.459884468,0.133816929,0.817261412,0.589945455,0.133816929,3.675877645,1.162121786,4.015493556,2.299865827,0.133816929,2.228161961,0.968461568,1.597756559
ADH5,5.7417012,6.056702212,5.337790335,6.092037804,5.162242891,6.071269925,6.520344528,5.906825935,5.287998408,6.64088318,6.608853375,6.764151058,6.424503427,5.241212655,4.897644388
ADH6,4.212116988,4.312036599,5.100903086,1.045208198,1.734882863,1.797214307,1.746556931,3.344890647,3.080206503,4.344132825,3.561537725,0.072270168,3.423846587,1.628051616,2.407531189
ADI1,4.831014448,5.674180257,5.201960486,5.175994829,4.877151278,5.449725853,5.302951327,4.383603727,5.271069424,4.488037401,4.919255288,5.127096738,4.552065897,4.61198539,4.63327712
ADIPOR1,3.293891036,4.62156589,2.494222943,4.63676767,4.007538999,4.02808999,4.127744484,4.486485261,3.188978963,3.743631612,3.104458072,4.766970068,2.882354722,2.417411005,4.051635689
ADIPOR2,5.999556923,5.731688835,5.305037387,4.981756761,4.909043838,5.008389317,5.987339695,4.203832221,4.713709648,4.834606599,5.05149324,5.82550103,5.143948288,4.902602109,5.131054267
ADIRF,7.895313703,7.496958829,8.239643725,9.663375209,0.22128207,8.837192439,6.279941711,7.511546294,9.243986485,6.612338447,7.647959473,6.416281135,8.421407826,0.22128207,7.062933368
ADK,4.007205096,5.129703488,4.938102379,3.852626612,3.675976208,2.819022865,4.346148067,1.679545091,3.848379663,3.179243851,4.082081061,3.172944762,3.807547384,3.28972819,3.173071594
ADM,4.267095563,4.76660546,3.754243777,3.614848236,1.027825079,4.762562481,1.093765687,2.032426145,1.810973244,3.49266012,5.038040141,4.733297166,3.263588379,2.747127515,2.70863547
ADNP,4.763077015,4.078090297,4.236391983,4.591717349,3.548649495,3.917159163,4.076151242,4.05513899,4.424075821,4.405168904,4.933327446,4.066940245,3.810008648,4.336870905,4.689786564
ADNP-AS1,6.774783815,6.754577666,6.29049846,6.720904758,5.980787109,5.996502784,6.025630772,6.707885597,6.719264368,6.53221758,6.815031693,6.369384632,5.860710334,6.211124936,6.954655431
ADNP2,2.08223762,3.019755402,2.675188973,2.655639999,2.736406422,2.109046303,2.066837072,2.35419554,1.850006895,2.506169223,3.403514147,2.170447273,1.858535411,2.635714517,2.636990562
ADO,3.087241094,3.553051003,3.387613766,2.476339112,3.482063758,2.996084963,2.033546883,2.999893817,2.774363485,2.400869092,3.475005686,3.428061408,2.936131745,2.864727307,0.831639268
ADORA2A-AS1,2.627099957,1.31780368,1.305795888,4.5863063,4.912249849,4.752569166,1.20232429,7.304762021,4.05905998,0.918713477,1.26745763,3.497025667,4.199097831,2.265263815,6.892642107
ADORA2B,3.445213637,3.531318555,2.559088989,4.204372026,4.579293442,4.084087667,4.603277748,2.835480114,4.567011546,4.555329097,2.042385146,4.529836635,5.295699684,4.06556791,4.075113947
ADPGK,3.397144224,1.777377403,2.563229057,3.584693973,2.953652925,3.497229942,2.249047726,3.218861312,3.23222333,3.672137854,3.478105465,3.984541338,4.0072948,3.441109644,3.318656625
ADPGK-AS1,6.989712052,5.99780171,6.64162908,7.291622978,7.536187968,6.707458782,6.85638845,6.890784053,7.508012139,7.544269378,7.046095534,7.032864988,7.517755115,7.978943825,7.65341843
ADPRHL1,0.836641484,2.21158816,2.769519866,2.130526459,0.043020065,1.362326243,0.043020065,2.036673665,0.043020065,0.4849256,2.910979959,1.227653287,0.043020065,0.765691257,1.64255008
ADPRHL2,2.634565227,2.694198582,1.696526824,2.047053973,2.695386156,2.907166698,2.774070143,1.362674481,3.317581873,2.041699241,4.042824975,3.820462197,2.827068469,1.894662845,1.718532332
ADPRM,2.034097847,0.677368628,0.689946565,0.654836358,1.106336261,3.011861654,1.173090295,1.236623338,3.085698596,0.921869432,1.934871005,3.341718752,1.512880139,1.426410872,0.2840831
ADRA1D,0.602617868,0.056074232,1.243341812,1.513739168,1.68268846,2.362122878,0.056074232,2.584400665,1.533480359,1.914931573,0.056074232,3.600252078,0.056074232,2.724446116,2.176359561
ADRB2,5.535659075,4.596613934,4.903038617,5.5521367,0.358264226,3.654554468,4.745206577,1.842350569,2.964164399,2.961701654,0.358264226,0.772816255,1.124623563,0.358264226,1.61299907
ADRBK1,4.574103719,3.944858467,3.687113556,4.028697328,3.161482641,3.315953146,4.049305904,4.081596429,4.066159956,4.665055832,4.487713546,3.922179935,3.213356088,3.680331124,2.489735926
ADRBK2,0.547596116,0.547952643,0.42359114,0.216523196,0.478714521,1.742459211,1.149696725,1.117652993,0.306794532,1.121181777,0.643184946,0.216523196,1.431171289,1.323624489,0.47447283
ADRM1,9.500497788,10.21743503,9.30865801,8.934245803,8.273944703,7.610441708,8.276247544,7.159201893,7.077225869,8.703785654,8.187052384,9.364159491,6.977345486,8.914267261,7.769708174
ADSL,4.25754642,3.975446255,2.362433158,3.209212405,3.397516544,3.517098812,4.079861056,4.117396631,4.630973501,4.692817691,3.714689457,5.30391827,3.632899574,2.333624574,3.10223079
ADSS,4.974869057,4.923852136,3.747600582,5.298094735,5.621436748,4.813144717,5.691229471,4.511162304,4.357876657,4.936211077,4.816239113,4.669073214,4.838026666,5.326947262,4.830546786
ADSSL1,0.065844635,0.065844635,0.065844635,0.894785333,2.173393549,2.534583772,1.11486078,0.065844635,1.778739487,1.293909834,1.6677948,2.079465556,1.299184532,1.989937048,0.546026332
AEBP1,0.106279759,1.452490744,1.241886713,0.106279759,1.198746042,1.203476643,0.106279759,0.943096244,2.322151672,0.432888084,2.008169777,0.51216399,1.052985524,0.902198998,0.511274104
AEBP2,5.103944362,5.022261915,4.578490959,4.483698877,4.56609987,3.646223169,3.995359298,2.69019638,3.826473189,3.26701144,4.42268344,4.202065313,3.366065918,3.103622094,3.896373889
AEN,1.379703008,2.326945699,1.320666943,2.460144064,4.391431953,1.615252504,2.636521413,1.732005821,2.14525805,2.699910811,2.790010986,3.692825559,1.133524012,3.421481785,1.9872228
AES,5.221096919,4.804049921,5.525452212,6.180403562,6.095022544,4.79168106,5.811697372,5.852673816,5.971126357,6.038225272,5.230852083,6.290433846,2.53681237,4.252685448,5.990646669
AFAP1,2.721597626,1.617094368,1.649983424,3.380097572,3.902543493,5.277200868,4.135596787,3.424001787,3.047663085,3.099331008,2.085132176,4.59680385,6.549521372,7.940644468,2.995660079
